,periodo,Total,cod_prov,provincias,cod_actividad,ramas de actividad
425,2019,2455373,17,Girona,2," Industrias extractivas, industria manufacturera, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación"
426,2021,2443136,17,Girona,3, - De las cuales: Industria manufacturera
427,2020,2089661,17,Girona,3, - De las cuales: Industria manufacturera
428,2019,2079978,17,Girona,3, - De las cuales: Industria manufacturera
429,2021,1382527,17,Girona,7, Construcción
430,2020,1333140,17,Girona,7, Construcción
431,2019,1477548,17,Girona,7, Construcción
432,2021,5538267,17,Girona,4," Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería, información y comunicaciones"
433,2020,4718878,17,Girona,4," Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería, información y comunicaciones"
434,2019,6238839,17,Girona,4," Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería, información y comunicaciones"
435,2021,5196307,17,Girona,5," Actividades financieras y de seguros, actividades inmobiliarias, actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares"
436,2020,4943076,17,Girona,5," Actividades financieras y de seguros, actividades inmobiliarias, actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares"
437,2019,5049800,17,Girona,5," Actividades financieras y de seguros, actividades inmobiliarias, actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares"
438,2021,3822602,17,Girona,6," Administración pública y defensa, seguridad social obligatoria, educación, actividades sanitarias y de servicios sociales, actividades artísticas, recreativas y de entretenimiento, reparación de artículos de uso doméstico y otros servicios"
439,2020,3758477,17,Girona,6," Administración pública y defensa, seguridad social obligatoria, educación, actividades sanitarias y de servicios sociales, actividades artísticas, recreativas y de entretenimiento, reparación de artículos de uso doméstico y otros servicios"
440,2019,3943933,17,Girona,6," Administración pública y defensa, seguridad social obligatoria, educación, actividades sanitarias y de servicios sociales, actividades artísticas, recreativas y de entretenimiento, reparación de artículos de uso doméstico y otros servicios"
441,2021,1088230,18,Granada,1," Agricultura, ganadería, silvicultura y pesca"
442,2020,1058030,18,Granada,1," Agricultura, ganadería, silvicultura y pesca"
443,2019,1075910,18,Granada,1," Agricultura, ganadería, silvicultura y pesca"
444,2021,1549956,18,Granada,2," Industrias extractivas, industria manufacturera, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación"
445,2020,1399420,18,Granada,2," Industrias extractivas, industria manufacturera, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación"
446,2019,1291695,18,Granada,2," Industrias extractivas, industria manufacturera, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación"
447,2021,713568,18,Granada,3, - De las cuales: Industria manufacturera
448,2020,612214,18,Granada,3, - De las cuales: Industria manufacturera
449,2019,631141,18,Granada,3, - De las cuales: Industria manufacturera
450,2021,900062,18,Granada,7, Construcción
451,2020,947043,18,Granada,7, Construcción
452,2019,1179578,18,Granada,7, Construcción
453,2021,3580557,18,Granada,4," Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería, información y comunicaciones"
454,2020,2979032,18,Granada,4," Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería, información y comunicaciones"
455,2019,3897511,18,Granada,4," Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería, información y comunicaciones"
456,2021,3743645,18,Granada,5," Actividades financieras y de seguros, actividades inmobiliarias, actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares"
457,2020,3565696,18,Granada,5," Actividades financieras y de seguros, actividades inmobiliarias, actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares"
458,2019,3690752,18,Granada,5," Actividades financieras y de seguros, actividades inmobiliarias, actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares"
459,2021,4645227,18,Granada,6," Administración pública y defensa, seguridad social obligatoria, educación, actividades sanitarias y de servicios sociales, actividades artísticas, recreativas y de entretenimiento, reparación de artículos de uso doméstico y otros servicios"
460,2020,4470191,18,Granada,6," Administración pública y defensa, seguridad social obligatoria, educación, actividades sanitarias y de servicios sociales, actividades artísticas, recreativas y de entretenimiento, reparación de artículos de uso doméstico y otros servicios"
461,2019,4630985,18,Granada,6," Administración pública y defensa, seguridad social obligatoria, educación, actividades sanitarias y de servicios sociales, actividades artísticas, recreativas y de entretenimiento, reparación de artículos de uso doméstico y otros servicios"
462,2021,219859,19,Guadalajara,1," Agricultura, ganadería, silvicultura y pesca"
463,2020,208007,19,Guadalajara,1," Agricultura, ganadería, silvicultura y pesca"
464,2019,184310,19,Guadalajara,1," Agricultura, ganadería, silvicultura y pesca"
465,2021,1389705,19,Guadalajara,2," Industrias extractivas, industria manufacturera, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación"
466,2020,1219830,19,Guadalajara,2," Industrias extractivas, industria manufacturera, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación"
467,2019,1357634,19,Guadalajara,2," Industrias extractivas, industria manufacturera, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación"
468,2021,826448,19,Guadalajara,3, - De las cuales: Industria manufacturera
469,2020,771768,19,Guadalajara,3, - De las cuales: Industria manufacturera
470,2019,859030,19,Guadalajara,3, - De las cuales: Industria manufacturera
471,2021,256396,19,Guadalajara,7, Construcción
472,2020,267054,19,Guadalajara,7, Construcción
473,2019,336046,19,Guadalajara,7, Construcción
474,2021,870770,19,Guadalajara,4," Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería, información y comunicaciones"
475,2020,747142,19,Guadalajara,4," Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería, información y comunicaciones"
476,2019,857710,19,Guadalajara,4," Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería, información y comunicaciones"
477,2021,1101430,19,Guadalajara,5," Actividades financieras y de seguros, actividades inmobiliarias, actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares"
478,2020,1044130,19,Guadalajara,5," Actividades financieras y de seguros, actividades inmobiliarias, actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares"
479,2019,1074778,19,Guadalajara,5," Actividades financieras y de seguros, actividades inmobiliarias, actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares"
480,2021,1140388,19,Guadalajara,6," Administración pública y defensa, seguridad social obligatoria, educación, actividades sanitarias y de servicios sociales, actividades artísticas, recreativas y de entretenimiento, reparación de artículos de uso doméstico y otros servicios"
481,2020,1119976,19,Guadalajara,6," Administración pública y defensa, seguridad social obligatoria, educación, actividades sanitarias y de servicios sociales, actividades artísticas, recreativas y de entretenimiento, reparación de artículos de uso doméstico y otros servicios"
482,2019,1146314,19,Guadalajara,6," Administración pública y defensa, seguridad social obligatoria, educación, actividades sanitarias y de servicios sociales, actividades artísticas, recreativas y de entretenimiento, reparación de artículos de uso doméstico y otros servicios"
483,2021,887316,21,Huelva,1," Agricultura, ganadería, silvicultura y pesca"
484,2020,644247,21,Huelva,1," Agricultura, ganadería, silvicultura y pesca"
485,2019,692537,21,Huelva,1," Agricultura, ganadería, silvicultura y pesca"
486,2021,2134574,21,Huelva,2," Industrias extractivas, industria manufacturera, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación"
487,2020,1494167,21,Huelva,2," Industrias extractivas, industria manufacturera, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación"
488,2019,1948511,21,Huelva,2," Industrias extractivas, industria manufacturera, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación"
489,2021,1000517,21,Huelva,3, - De las cuales: Industria manufacturera
490,2020,630072,21,Huelva,3, - De las cuales: Industria manufacturera
491,2019,1067398,21,Huelva,3, - De las cuales: Industria manufacturera
492,2021,485002,21,Huelva,7, Construcción
493,2020,468596,21,Huelva,7, Construcción
494,2019,546306,21,Huelva,7, Construcción
495,2021,1793457,21,Huelva,4," Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería, información y comunicaciones"
496,2020,1545198,21,Huelva,4," Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería, información y comunicaciones"
497,2019,1951281,21,Huelva,4," Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería, información y comunicaciones"
498,2021,2041220,21,Huelva,5," Actividades financieras y de seguros, actividades inmobiliarias, actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares"
499,2020,1949759,21,Huelva,5," Actividades financieras y de seguros, actividades inmobiliarias, actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares"
500,2019,1996873,21,Huelva,5," Actividades financieras y de seguros, actividades inmobiliarias, actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares"
501,2021,2396255,21,Huelva,6," Administración pública y defensa, seguridad social obligatoria, educación, actividades sanitarias y de servicios sociales, actividades artísticas, recreativas y de entretenimiento, reparación de artículos de uso doméstico y otros servicios"
502,2020,2332641,21,Huelva,6," Administración pública y defensa, seguridad social obligatoria, educación, actividades sanitarias y de servicios sociales, actividades artísticas, recreativas y de entretenimiento, reparación de artículos de uso doméstico y otros servicios"
503,2019,2427483,21,Huelva,6," Administración pública y defensa, seguridad social obligatoria, educación, actividades sanitarias y de servicios sociales, actividades artísticas, recreativas y de entretenimiento, reparación de artículos de uso doméstico y otros servicios"
504,2021,972723,22,Huesca,1," Agricultura, ganadería, silvicultura y pesca"
505,2020,1035363,22,Huesca,1," Agricultura, ganadería, silvicultura y pesca"
506,2019,846752,22,Huesca,1," Agricultura, ganadería, silvicultura y pesca"
507,2021,1105405,22,Huesca,2," Industrias extractivas, industria manufacturera, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación"
508,2020,891562,22,Huesca,2," Industrias extractivas, industria manufacturera, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación"
509,2019,945859,22,Huesca,2," Industrias extractivas, industria manufacturera, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación"
510,2021,867271,22,Huesca,3, - De las cuales: Industria manufacturera
511,2020,746279,22,Huesca,3, - De las cuales: Industria manufacturera
512,2019,781522,22,Huesca,3, - De las cuales: Industria manufacturera
513,2021,442920,22,Huesca,7, Construcción
514,2020,430346,22,Huesca,7, Construcción
515,2019,388936,22,Huesca,7, Construcción
516,2021,1275846,22,Huesca,4," Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería, información y comunicaciones"
517,2020,1113337,22,Huesca,4," Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería, información y comunicaciones"
518,2019,1409365,22,Huesca,4," Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería, información y comunicaciones"
519,2021,1055854,22,Huesca,5," Actividades financieras y de seguros, actividades inmobiliarias, actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares"
520,2020,1010901,22,Huesca,5," Actividades financieras y de seguros, actividades inmobiliarias, actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares"
521,2019,1020279,22,Huesca,5," Actividades financieras y de seguros, actividades inmobiliarias, actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares"
522,2021,1301635,22,Huesca,6," Administración pública y defensa, seguridad social obligatoria, educación, actividades sanitarias y de servicios sociales, actividades artísticas, recreativas y de entretenimiento, reparación de artículos de uso doméstico y otros servicios"
523,2020,1246288,22,Huesca,6," Administración pública y defensa, seguridad social obligatoria, educación, actividades sanitarias y de servicios sociales, actividades artísticas, recreativas y de entretenimiento, reparación de artículos de uso doméstico y otros servicios"
524,2019,1283310,22,Huesca,6," Administración pública y defensa, seguridad social obligatoria, educación, actividades sanitarias y de servicios sociales, actividades artísticas, recreativas y de entretenimiento, reparación de artículos de uso doméstico y otros servicios"
525,2021,1535182,23,Jaén,1," Agricultura, ganadería, silvicultura y pesca"
526,2020,1250522,23,Jaén,1," Agricultura, ganadería, silvicultura y pesca"
527,2019,897842,23,Jaén,1," Agricultura, ganadería, silvicultura y pesca"
528,2021,1362513,23,Jaén,2," Industrias extractivas, industria manufacturera, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación"
529,2020,1222063,23,Jaén,2," Industrias extractivas, industria manufacturera, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación"
530,2019,1291407,23,Jaén,2," Industrias extractivas, industria manufacturera, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación"
531,2021,1182833,23,Jaén,3, - De las cuales: Industria manufacturera
532,2020,1078634,23,Jaén,3, - De las cuales: Industria manufacturera
533,2019,1142351,23,Jaén,3, - De las cuales: Industria manufacturera
534,2021,596843,23,Jaén,7, Construcción
535,2020,545873,23,Jaén,7, Construcción
536,2019,593931,23,Jaén,7, Construcción
537,2021,1900108,23,Jaén,4," Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería, información y comunicaciones"
538,2020,1636284,23,Jaén,4," Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería, información y comunicaciones"
539,2019,2103115,23,Jaén,4," Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería, información y comunicaciones"
540,2021,2144868,23,Jaén,5," Actividades financieras y de seguros, actividades inmobiliarias, actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares"
541,2020,2073365,23,Jaén,5," Actividades financieras y de seguros, actividades inmobiliarias, actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares"
542,2019,2143888,23,Jaén,5," Actividades financieras y de seguros, actividades inmobiliarias, actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares"
543,2021,3095299,23,Jaén,6," Administración pública y defensa, seguridad social obligatoria, educación, actividades sanitarias y de servicios sociales, actividades artísticas, recreativas y de entretenimiento, reparación de artículos de uso doméstico y otros servicios"
544,2020,3013399,23,Jaén,6," Administración pública y defensa, seguridad social obligatoria, educación, actividades sanitarias y de servicios sociales, actividades artísticas, recreativas y de entretenimiento, reparación de artículos de uso doméstico y otros servicios"
545,2019,3101012,23,Jaén,6," Administración pública y defensa, seguridad social obligatoria, educación, actividades sanitarias y de servicios sociales, actividades artísticas, recreativas y de entretenimiento, reparación de artículos de uso doméstico y otros servicios"
546,2021,487420,24,León,1," Agricultura, ganadería, silvicultura y pesca"
547,2020,398244,24,León,1," Agricultura, ganadería, silvicultura y pesca"
548,2019,365818,24,León,1," Agricultura, ganadería, silvicultura y pesca"
549,2021,1524493,24,León,2," Industrias extractivas, industria manufacturera, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación"
550,2020,1276866,24,León,2," Industrias extractivas, industria manufacturera, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación"
551,2019,1208184,24,León,2," Industrias extractivas, industria manufacturera, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación"
552,2021,1016874,24,León,3, - De las cuales: Industria manufacturera
553,2020,905858,24,León,3, - De las cuales: Industria manufacturera
554,2019,895326,24,León,3, - De las cuales: Industria manufacturera
555,2021,587871,24,León,7, Construcción
556,2020,502355,24,León,7, Construcción
557,2019,584515,24,León,7, Construcción
558,2021,2188755,24,León,4," Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería, información y comunicaciones"
559,2020,1950487,24,León,4," Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería, información y comunicaciones"
560,2019,2453693,24,León,4," Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería, información y comunicaciones"
561,2021,2139793,24,León,5," Actividades financieras y de seguros, actividades inmobiliarias, actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares"
562,2020,2047975,24,León,5," Actividades financieras y de seguros, actividades inmobiliarias, actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares"
563,2019,2077368,24,León,5," Actividades financieras y de seguros, actividades inmobiliarias, actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares"
564,2021,2322297,24,León,6," Administración pública y defensa, seguridad social obligatoria, educación, actividades sanitarias y de servicios sociales, actividades artísticas, recreativas y de entretenimiento, reparación de artículos de uso doméstico y otros servicios"
565,2020,2314234,24,León,6," Administración pública y defensa, seguridad social obligatoria, educación, actividades sanitarias y de servicios sociales, actividades artísticas, recreativas y de entretenimiento, reparación de artículos de uso doméstico y otros servicios"
566,2019,2464503,24,León,6," Administración pública y defensa, seguridad social obligatoria, educación, actividades sanitarias y de servicios sociales, actividades artísticas, recreativas y de entretenimiento, reparación de artículos de uso doméstico y otros servicios"
567,2021,734891,25,Lleida,1," Agricultura, ganadería, silvicultura y pesca"
568,2020,768325,25,Lleida,1," Agricultura, ganadería, silvicultura y pesca"
569,2019,635301,25,Lleida,1," Agricultura, ganadería, silvicultura y pesca"
570,2021,1433652,25,Lleida,2," Industrias extractivas, industria manufacturera, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación"
571,2020,1208932,25,Lleida,2," Industrias extractivas, industria manufacturera, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación"
572,2019,1219140,25,Lleida,2," Industrias extractivas, industria manufacturera, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación"
573,2021,1010745,25,Lleida,3, - De las cuales: Industria manufacturera
574,2020,910459,25,Lleida,3, - De las cuales: Industria manufacturera
575,2019,907084,25,Lleida,3, - De las cuales: Industria manufacturera
576,2021,641829,25,Lleida,7, Construcción
577,2020,629368,25,Lleida,7, Construcción
578,2019,811609,25,Lleida,7, Construcción
579,2021,3416722,25,Lleida,4," Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería, información y comunicaciones"
580,2020,2958971,25,Lleida,4," Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería, información y comunicaciones"
581,2019,3785177,25,Lleida,4," Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería, información y comunicaciones"
582,2021,2360633,25,Lleida,5," Actividades financieras y de seguros, actividades inmobiliarias, actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares"
583,2020,2268866,25,Lleida,5," Actividades financieras y de seguros, actividades inmobiliarias, actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares"
584,2019,2327973,25,Lleida,5," Actividades financieras y de seguros, actividades inmobiliarias, actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares"
585,2021,2774807,25,Lleida,6," Administración pública y defensa, seguridad social obligatoria, educación, actividades sanitarias y de servicios sociales, actividades artísticas, recreativas y de entretenimiento, reparación de artículos de uso doméstico y otros servicios"
586,2020,2679171,25,Lleida,6," Administración pública y defensa, seguridad social obligatoria, educación, actividades sanitarias y de servicios sociales, actividades artísticas, recreativas y de entretenimiento, reparación de artículos de uso doméstico y otros servicios"
587,2019,2685708,25,Lleida,6," Administración pública y defensa, seguridad social obligatoria, educación, actividades sanitarias y de servicios sociales, actividades artísticas, recreativas y de entretenimiento, reparación de artículos de uso doméstico y otros servicios"
588,2021,647279,27,Lugo,1," Agricultura, ganadería, silvicultura y pesca"
589,2020,653364,27,Lugo,1," Agricultura, ganadería, silvicultura y pesca"
590,2019,716511,27,Lugo,1," Agricultura, ganadería, silvicultura y pesca"
591,2021,866820,27,Lugo,2," Industrias extractivas, industria manufacturera, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación"
592,2020,774232,27,Lugo,2," Industrias extractivas, industria manufacturera, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación"
593,2019,1043134,27,Lugo,2," Industrias extractivas, industria manufacturera, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación"
594,2021,475584,27,Lugo,3, - De las cuales: Industria manufacturera
595,2020,441422,27,Lugo,3, - De las cuales: Industria manufacturera
596,2019,622456,27,Lugo,3, - De las cuales: Industria manufacturera
597,2021,399301,27,Lugo,7, Construcción
598,2020,391320,27,Lugo,7, Construcción
599,2019,439896,27,Lugo,7, Construcción
600,2021,1781960,27,Lugo,4," Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería, información y comunicaciones"
601,2020,1572441,27,Lugo,4," Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería, información y comunicaciones"
602,2019,1885830,27,Lugo,4," Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería, información y comunicaciones"
603,2021,1294058,27,Lugo,5," Actividades financieras y de seguros, actividades inmobiliarias, actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares"
604,2020,1245507,27,Lugo,5," Actividades financieras y de seguros, actividades inmobiliarias, actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares"
605,2019,1263369,27,Lugo,5," Actividades financieras y de seguros, actividades inmobiliarias, actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares"
606,2021,1701452,27,Lugo,6," Administración pública y defensa, seguridad social obligatoria, educación, actividades sanitarias y de servicios sociales, actividades artísticas, recreativas y de entretenimiento, reparación de artículos de uso doméstico y otros servicios"
607,2020,1651304,27,Lugo,6," Administración pública y defensa, seguridad social obligatoria, educación, actividades sanitarias y de servicios sociales, actividades artísticas, recreativas y de entretenimiento, reparación de artículos de uso doméstico y otros servicios"
608,2019,1692749,27,Lugo,6," Administración pública y defensa, seguridad social obligatoria, educación, actividades sanitarias y de servicios sociales, actividades artísticas, recreativas y de entretenimiento, reparación de artículos de uso doméstico y otros servicios"
609,2021,162499,28,Madrid,1," Agricultura, ganadería, silvicultura y pesca"
610,2020,162448,28,Madrid,1," Agricultura, ganadería, silvicultura y pesca"
611,2019,151583,28,Madrid,1," Agricultura, ganadería, silvicultura y pesca"
612,2021,23091420,28,Madrid,2," Industrias extractivas, industria manufacturera, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación"
613,2020,21389543,28,Madrid,2," Industrias extractivas, industria manufacturera, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación"
614,2019,22573777,28,Madrid,2," Industrias extractivas, industria manufacturera, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación"
615,2021,13175614,28,Madrid,3, - De las cuales: Industria manufacturera
616,2020,12425602,28,Madrid,3, - De las cuales: Industria manufacturera
617,2019,13307397,28,Madrid,3, - De las cuales: Industria manufacturera
618,2021,9638924,28,Madrid,7, Construcción
619,2020,9543051,28,Madrid,7, Construcción
620,2019,10978541,28,Madrid,7, Construcción
621,2021,68316587,28,Madrid,4," Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería, información y comunicaciones"
622,2020,59733235,28,Madrid,4," Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería, información y comunicaciones"
623,2019,71999847,28,Madrid,4," Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería, información y comunicaciones"
624,2021,68867253,28,Madrid,5," Actividades financieras y de seguros, actividades inmobiliarias, actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares"
625,2020,65309206,28,Madrid,5," Actividades financieras y de seguros, actividades inmobiliarias, actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares"
626,2019,67864003,28,Madrid,5," Actividades financieras y de seguros, actividades inmobiliarias, actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares"
627,2021,44835198,28,Madrid,6," Administración pública y defensa, seguridad social obligatoria, educación, actividades sanitarias y de servicios sociales, actividades artísticas, recreativas y de entretenimiento, reparación de artículos de uso doméstico y otros servicios"
628,2020,43725772,28,Madrid,6," Administración pública y defensa, seguridad social obligatoria, educación, actividades sanitarias y de servicios sociales, actividades artísticas, recreativas y de entretenimiento, reparación de artículos de uso doméstico y otros servicios"
629,2019,45998900,28,Madrid,6," Administración pública y defensa, seguridad social obligatoria, educación, actividades sanitarias y de servicios sociales, actividades artísticas, recreativas y de entretenimiento, reparación de artículos de uso doméstico y otros servicios"
630,2021,741095,29,Málaga,1," Agricultura, ganadería, silvicultura y pesca"
631,2020,694679,29,Málaga,1," Agricultura, ganadería, silvicultura y pesca"
632,2019,759634,29,Málaga,1," Agricultura, ganadería, silvicultura y pesca"
633,2021,1399899,29,Málaga,2," Industrias extractivas, industria manufacturera, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación"
634,2020,1232461,29,Málaga,2," Industrias extractivas, industria manufacturera, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación"
635,2019,1400889,29,Málaga,2," Industrias extractivas, industria manufacturera, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación"
636,2021,781474,29,Málaga,3, - De las cuales: Industria manufacturera
637,2020,679044,29,Málaga,3, - De las cuales: Industria manufacturera
638,2019,771216,29,Málaga,3, - De las cuales: Industria manufacturera
639,2021,2484676,29,Málaga,7, Construcción
640,2020,2482994,29,Málaga,7, Construcción
641,2019,2989565,29,Málaga,7, Construcción
642,2021,7893378,29,Málaga,4," Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería, información y comunicaciones"
643,2020,6696639,29,Málaga,4," Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería, información y comunicaciones"
644,2019,8765068,29,Málaga,4," Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería, información y comunicaciones"
645,2021,8534746,29,Málaga,5," Actividades financieras y de seguros, actividades inmobiliarias, actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares"
646,2020,8044382,29,Málaga,5," Actividades financieras y de seguros, actividades inmobiliarias, actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares"
